,Date,GEO,DGUID,Gender,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS,Year
1493802,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-3066.0,,,,0,2021
1493808,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-3053.0,,,,0,2021
1493814,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2572.0,,,,0,2021
1493820,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-2145.0,,,,0,2021
1493826,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1571.0,,,,0,2021
1493832,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1169.0,,,,0,2021
1493838,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-741.0,,,,0,2021
1493844,2021-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-460.0,,,,0,2021
1566416,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1579.0,,,,0,2022
1566422,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1931.0,,,,0,2022
1566428,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1933.0,,,,0,2022
1566434,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2063.0,,,,0,2022
1566440,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,2846.0,,,,0,2022
1566446,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,2701.0,,,,0,2022
1566452,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2600.0,,,,0,2022
1566458,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2433.0,,,,0,2022
1566464,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2143.0,,,,0,2022
1566470,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2195.0,,,,0,2022
1566476,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2333.0,,,,0,2022
1566482,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2839.0,,,,0,2022
1566488,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,2996.0,,,,0,2022
1566494,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2461.0,,,,0,2022
1566500,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,2026.0,,,,0,2022
1566506,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1446.0,,,,0,2022
1566512,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,932.0,,,,0,2022
1566518,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,558.0,,,,0,2022
1566524,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,253.0,,,,0,2022
1566531,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1514.0,,,,0,2022
1566537,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1776.0,,,,0,2022
1566543,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1888.0,,,,0,2022
1566549,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1947.0,,,,0,2022
1566555,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-2591.0,,,,0,2022
1566561,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2412.0,,,,0,2022
1566567,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2393.0,,,,0,2022
1566573,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2339.0,,,,0,2022
1566579,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2177.0,,,,0,2022
1566585,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2175.0,,,,0,2022
1566591,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2355.0,,,,0,2022
1566597,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2913.0,,,,0,2022
1566603,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-3157.0,,,,0,2022
1566609,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2658.0,,,,0,2022
1566615,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-2188.0,,,,0,2022
1566621,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1651.0,,,,0,2022
1566627,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1191.0,,,,0,2022
1566633,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-753.0,,,,0,2022
1566639,2022-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-462.0,,,,0,2022
1639211,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,0 to 4 years,Persons,249,units,0,v1589894685,110.2.2,1508.0,,,,0,2023
1639217,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,5 to 9 years,Persons,249,units,0,v1589894695,110.2.8,1920.0,,,,0,2023
1639223,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,10 to 14 years,Persons,249,units,0,v1589894686,110.2.14,1968.0,,,,0,2023
1639229,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,15 to 19 years,Persons,249,units,0,v1589894687,110.2.20,2101.0,,,,0,2023
1639235,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,20 to 24 years,Persons,249,units,0,v1589894689,110.2.26,3413.0,,,,0,2023
1639241,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,25 to 29 years,Persons,249,units,0,v1589894690,110.2.32,3183.0,,,,0,2023
1639247,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,30 to 34 years,Persons,249,units,0,v1589894691,110.2.38,2809.0,,,,0,2023
1639253,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,35 to 39 years,Persons,249,units,0,v1589894692,110.2.44,2535.0,,,,0,2023
1639259,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,40 to 44 years,Persons,249,units,0,v1589894693,110.2.50,2222.0,,,,0,2023
1639265,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,45 to 49 years,Persons,249,units,0,v1589894694,110.2.56,2204.0,,,,0,2023
1639271,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,50 to 54 years,Persons,249,units,0,v1589894696,110.2.62,2342.0,,,,0,2023
1639277,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,55 to 59 years,Persons,249,units,0,v1589894697,110.2.68,2674.0,,,,0,2023
1639283,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,60 to 64 years,Persons,249,units,0,v1589894698,110.2.74,3068.0,,,,0,2023
1639289,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,65 to 69 years,Persons,249,units,0,v1589894699,110.2.80,2551.0,,,,0,2023
1639295,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,70 to 74 years,Persons,249,units,0,v1589894701,110.2.86,2045.0,,,,0,2023
1639301,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,75 to 79 years,Persons,249,units,0,v1589894702,110.2.92,1518.0,,,,0,2023
1639307,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,80 to 84 years,Persons,249,units,0,v1589894703,110.2.98,948.0,,,,0,2023
1639313,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,85 to 89 years,Persons,249,units,0,v1589894704,110.2.104,588.0,,,,0,2023
1639319,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Men+,90 years +,Persons,249,units,0,v1589894683,110.2.110,257.0,,,,0,2023
1639326,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,0 to 4 years,Persons,249,units,0,v1589894800,110.3.2,-1447.0,,,,0,2023
1639332,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,5 to 9 years,Persons,249,units,0,v1589894810,110.3.8,-1795.0,,,,0,2023
1639338,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,10 to 14 years,Persons,249,units,0,v1589894801,110.3.14,-1882.0,,,,0,2023
1639344,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,15 to 19 years,Persons,249,units,0,v1589894802,110.3.20,-1961.0,,,,0,2023
1639350,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,20 to 24 years,Persons,249,units,0,v1589894804,110.3.26,-3029.0,,,,0,2023
1639356,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,25 to 29 years,Persons,249,units,0,v1589894805,110.3.32,-2891.0,,,,0,2023
1639362,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,30 to 34 years,Persons,249,units,0,v1589894806,110.3.38,-2537.0,,,,0,2023
1639368,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,35 to 39 years,Persons,249,units,0,v1589894807,110.3.44,-2381.0,,,,0,2023
1639374,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,40 to 44 years,Persons,249,units,0,v1589894808,110.3.50,-2255.0,,,,0,2023
1639380,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,45 to 49 years,Persons,249,units,0,v1589894809,110.3.56,-2158.0,,,,0,2023
1639386,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,50 to 54 years,Persons,249,units,0,v1589894811,110.3.62,-2380.0,,,,0,2023
1639392,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,55 to 59 years,Persons,249,units,0,v1589894812,110.3.68,-2758.0,,,,0,2023
1639398,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,60 to 64 years,Persons,249,units,0,v1589894813,110.3.74,-3258.0,,,,0,2023
1639404,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,65 to 69 years,Persons,249,units,0,v1589894814,110.3.80,-2740.0,,,,0,2023
1639410,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,70 to 74 years,Persons,249,units,0,v1589894816,110.3.86,-2235.0,,,,0,2023
1639416,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,75 to 79 years,Persons,249,units,0,v1589894817,110.3.92,-1681.0,,,,0,2023
1639422,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,80 to 84 years,Persons,249,units,0,v1589894818,110.3.98,-1255.0,,,,0,2023
1639428,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,85 to 89 years,Persons,249,units,0,v1589894819,110.3.104,-776.0,,,,0,2023
1639434,2023-01-01,"North Bay (CA), Ontario",2021S0504575,Women+,90 years +,Persons,249,units,0,v1589894798,110.3.110,-459.0,,,,0,2023
